ID;System;Conc (mol/L);T (K);PCO2 (kPa);aCO2 (mol CO2/mol amine);Reference;DOI
242;MDA;0.6;313.15;2.13;0.794;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
243;MDA;0.6;313.15;4.74;1.2;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
244;MDA;0.6;313.15;7.47;1.38;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
245;MDA;0.6;313.15;11.2;1.55;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
246;MDA;0.6;313.15;25.5;1.71;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
247;MDA;0.6;313.15;58;1.82;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
248;MDA;0.6;333.15;1.23;0.148;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
249;MDA;0.6;333.15;2.07;0.297;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
250;MDA;0.6;333.15;3.08;0.441;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
251;MDA;0.6;333.15;4.17;0.608;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
252;MDA;0.6;333.15;6.47;0.726;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
253;MDA;0.6;333.15;10.77;0.886;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
254;MDA;0.6;333.15;13.3;1.13;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
255;MDA;0.6;333.15;23;1.32;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
256;MDA;0.6;333.15;42.7;1.5;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
257;MDA;0.6;333.15;70.1;1.63;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
258;MDA;0.6;333.15;109.2;1.72;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
259;MDA;0.6;333.15;152.4;1.78;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
260;MDA;0.6;353.15;6.8;0.26;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
261;MDA;0.6;353.15;10.7;0.366;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
262;MDA;0.6;353.15;12.7;0.472;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
263;MDA;0.6;353.15;19.9;0.599;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
264;MDA;0.6;353.15;30.2;0.749;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
265;MDA;0.6;353.15;37;0.831;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
266;MDA;0.6;353.15;49.5;0.922;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
267;MDA;0.6;353.15;62.1;1.19;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
268;MDA;0.6;353.15;112.1;1.39;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
269;MDA;0.6;353.15;188.4;1.55;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
270;MDA;0.6;353.15;265.7;1.66;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
271;MDA;0.6;353.15;352.1;1.75;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
272;MDA;0.6;353.15;508;1.82;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
273;MDA;0.6;353.15;690.6;1.9;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
274;MDA;1.3;313.15;0.78;0.227;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
275;MDA;1.3;313.15;1;0.355;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
276;MDA;1.3;313.15;1.61;0.507;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
277;MDA;1.3;313.15;2.18;0.659;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
278;MDA;1.3;313.15;3.01;0.807;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
279;MDA;1.3;313.15;3.82;1.15;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
280;MDA;1.3;313.15;7.12;1.3;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
281;MDA;1.3;313.15;10.8;1.45;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
282;MDA;1.3;313.15;19.7;1.61;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
283;MDA;1.3;313.15;43.9;1.77;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
284;MDA;1.3;313.15;89.4;1.88;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
285;MDA;1.3;313.15;116.4;1.92;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
286;MDA;1.3;333.15;1.27;0.12;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
287;MDA;1.3;333.15;3;0.263;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
288;MDA;1.3;333.15;5;0.509;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
289;MDA;1.3;333.15;8.4;0.705;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
290;MDA;1.3;333.15;11.8;0.898;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
291;MDA;1.3;333.15;30.8;1.24;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
292;MDA;1.3;333.15;50.1;1.42;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
293;MDA;1.3;333.15;79.5;1.57;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
294;MDA;1.3;333.15;127.5;1.72;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
295;MDA;1.3;333.15;210.4;1.83;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
296;MDA;1.3;333.15;378.5;1.93;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
297;MDA;1.3;333.15;547.5;1.97;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
298;MDA;1.3;353.15;8.9;0.248;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
299;MDA;1.3;353.15;13;0.447;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
300;MDA;1.3;353.15;22.4;0.609;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
301;MDA;1.3;353.15;40.7;0.773;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
302;MDA;1.3;353.15;130.2;1.25;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
303;MDA;1.3;353.15;169.5;1.31;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
304;MDA;1.3;353.15;245.5;1.49;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
305;MDA;1.3;353.15;354.4;1.62;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
306;MDA;1.3;353.15;474.3;1.71;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
307;MDA;1.3;353.15;628.4;1.83;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
308;MDA;1.3;353.15;776;1.92;Li et al (2014b);https://doi.org/10.1016/j.jct.2013.11.018
309;2DMAE;3.4;313.15;6.3;0;Tong (2012);https://core.ac.uk/outputs/9050764/
310;2DMAE;3.4;313.15;8.5;0.38;Tong (2012);https://core.ac.uk/outputs/9050764/
311;2DMAE;3.4;313.15;14.1;0.533;Tong (2012);https://core.ac.uk/outputs/9050764/
312;2DMAE;3.4;313.15;20;0.623;Tong (2012);https://core.ac.uk/outputs/9050764/
313;2DMAE;3.4;313.15;22.3;0.629;Tong (2012);https://core.ac.uk/outputs/9050764/
314;2DMAE;3.4;313.15;28.1;0.685;Tong (2012);https://core.ac.uk/outputs/9050764/
315;2DMAE;3.4;313.15;37.8;0.726;Tong (2012);https://core.ac.uk/outputs/9050764/
316;2DMAE;3.4;313.15;53.7;0.78;Tong (2012);https://core.ac.uk/outputs/9050764/
317;2DMAE;3.4;313.15;79.7;0.819;Tong (2012);https://core.ac.uk/outputs/9050764/
318;2DMAE;3.4;313.15;96.4;0.848;Tong (2012);https://core.ac.uk/outputs/9050764/
319;2DMAE;3.4;313.15;226.9;0.914;Tong (2012);https://core.ac.uk/outputs/9050764/
320;2DMAE;3.4;333.15;18.8;0;Tong (2012);https://core.ac.uk/outputs/9050764/
321;2DMAE;3.4;333.15;28.2;0.38;Tong (2012);https://core.ac.uk/outputs/9050764/
322;2DMAE;3.4;333.15;35.7;0.445;Tong (2012);https://core.ac.uk/outputs/9050764/
323;2DMAE;3.4;333.15;46;0.51;Tong (2012);https://core.ac.uk/outputs/9050764/
324;2DMAE;3.4;333.15;48.8;0.517;Tong (2012);https://core.ac.uk/outputs/9050764/
325;2DMAE;3.4;333.15;67;0.623;Tong (2012);https://core.ac.uk/outputs/9050764/
326;2DMAE;3.4;333.15;83.8;0.675;Tong (2012);https://core.ac.uk/outputs/9050764/
327;2DMAE;3.4;333.15;107.6;0.723;Tong (2012);https://core.ac.uk/outputs/9050764/
328;2DMAE;3.4;333.15;142;0.779;Tong (2012);https://core.ac.uk/outputs/9050764/
329;2DMAE;3.4;333.15;203.1;0.809;Tong (2012);https://core.ac.uk/outputs/9050764/
330;2DMAE;3.4;333.15;255.4;0.849;Tong (2012);https://core.ac.uk/outputs/9050764/
331;2DMAE;3.4;353.15;46;0;Tong (2012);https://core.ac.uk/outputs/9050764/
332;2DMAE;3.4;353.15;90.4;0.38;Tong (2012);https://core.ac.uk/outputs/9050764/
333;2DMAE;3.4;353.15;105.1;0.408;Tong (2012);https://core.ac.uk/outputs/9050764/
334;2DMAE;3.4;353.15;132.1;0.469;Tong (2012);https://core.ac.uk/outputs/9050764/
335;2DMAE;3.4;353.15;134.9;0.485;Tong (2012);https://core.ac.uk/outputs/9050764/
336;2DMAE;3.4;353.15;165.6;0.525;Tong (2012);https://core.ac.uk/outputs/9050764/
337;2DMAE;3.4;353.15;191.4;0.572;Tong (2012);https://core.ac.uk/outputs/9050764/
338;2DMAE;3.4;353.15;242.7;0.657;Tong (2012);https://core.ac.uk/outputs/9050764/
339;2DMAE;3.4;353.15;310.8;0.718;Tong (2012);https://core.ac.uk/outputs/9050764/
340;2DMAE;3.4;353.15;397;0.77;Tong (2012);https://core.ac.uk/outputs/9050764/
341;2DMAE;3.4;373.15;101.2;0;Tong (2012);https://core.ac.uk/outputs/9050764/
342;2DMAE;3.4;373.15;112.9;0.063;Tong (2012);https://core.ac.uk/outputs/9050764/
343;2DMAE;3.4;373.15;121.2;0.091;Tong (2012);https://core.ac.uk/outputs/9050764/
344;2DMAE;3.4;373.15;136.7;0.152;Tong (2012);https://core.ac.uk/outputs/9050764/
345;2DMAE;3.4;373.15;162.3;0.199;Tong (2012);https://core.ac.uk/outputs/9050764/
346;2DMAE;3.4;373.15;190.4;0.245;Tong (2012);https://core.ac.uk/outputs/9050764/
347;2DMAE;3.4;373.15;256.1;0.331;Tong (2012);https://core.ac.uk/outputs/9050764/
348;2DMAE;3.4;373.15;274.6;0.352;Tong (2012);https://core.ac.uk/outputs/9050764/
349;2DMAE;3.4;373.15;356.1;0.472;Tong (2012);https://core.ac.uk/outputs/9050764/
350;2DMAE;3.4;373.15;434.8;0.533;Tong (2012);https://core.ac.uk/outputs/9050764/
351;2DMAE;3.4;393.15;202.8;0;Tong (2012);https://core.ac.uk/outputs/9050764/
352;2DMAE;3.4;393.15;227.4;0.055;Tong (2012);https://core.ac.uk/outputs/9050764/
353;2DMAE;3.4;393.15;250.8;0.09;Tong (2012);https://core.ac.uk/outputs/9050764/
354;2DMAE;3.4;393.15;306.3;0.145;Tong (2012);https://core.ac.uk/outputs/9050764/
355;2DMAE;3.4;393.15;369.2;0.199;Tong (2012);https://core.ac.uk/outputs/9050764/
356;2DMAE;3.4;393.15;445.8;0.239;Tong (2012);https://core.ac.uk/outputs/9050764/
357;2DMAE;3.4;393.15;615.7;0.331;Tong (2012);https://core.ac.uk/outputs/9050764/
358;2DMAE;3.4;393.15;673.7;0.348;Tong (2012);https://core.ac.uk/outputs/9050764/
359;2MPZ;8;313.15;0.01;0.102;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
360;2MPZ;8;313.15;0.04;0.154;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
361;2MPZ;8;313.15;0.12;0.203;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
362;2MPZ;8;313.15;0.32;0.253;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
363;2MPZ;8;313.15;0.96;0.3;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
364;2MPZ;8;313.15;4.73;0.365;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
365;2MPZ;8;333.15;0.09;0.102;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
366;2MPZ;8;333.15;0.29;0.154;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
367;2MPZ;8;333.15;0.86;0.203;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
368;2MPZ;8;333.15;2.26;0.253;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
369;2MPZ;8;333.15;4.87;0.3;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
370;2MPZ;8;333.15;22.41;0.365;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
371;2MPZ;8;353.15;0.59;0.102;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
372;2MPZ;8;353.15;1.8;0.154;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
373;2MPZ;8;353.15;4.06;0.203;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
374;2MPZ;8;353.15;9.72;0.253;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
375;2MPZ;8;353.15;22.06;0.3;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
376;2MPZ;8;373.15;2.68;0.102;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
377;2MPZ;8;373.15;7.39;0.154;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
378;2MPZ;8;373.15;18.65;0.203;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
379;2PE;8;313.15;0.12;0.205;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
380;2PE;8;313.15;0.45;0.36;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
381;2PE;8;313.15;1.53;0.514;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
382;2PE;8;313.15;5.38;0.684;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
383;2PE;8;333.15;0.92;0.202;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
384;2PE;8;333.15;3.5;0.367;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
385;2PE;8;333.15;8.92;0.524;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
386;2PE;8;333.15;25.23;0.695;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
387;2PE;8;353.15;4.1;0.215;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
388;2PE;8;353.15;15.37;0.385;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
389;2PE;8;353.15;36.11;0.525;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
390;2PE;8;353.15;82.09;0.635;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
391;2PE;8;373.15;20.93;0.199;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
392;2PE;8;373.15;61.57;0.36;Chen and Rochelle (2011);https://doi.org/10.1016/j.cherd.2011.04.002
393;3A1P;2;313.15;4.5;0.566;Dong et. al (2010);https://doi.org/10.1021/je900492a
394;3A1P;2;313.15;20.6;0.669;Dong et. al (2010);https://doi.org/10.1021/je900492a
395;3A1P;2;313.15;45.1;0.731;Dong et. al (2010);https://doi.org/10.1021/je900492a
396;3A1P;2;313.15;100.7;0.805;Dong et. al (2010);https://doi.org/10.1021/je900492a
397;3A1P;2;313.15;153.9;0.849;Dong et. al (2010);https://doi.org/10.1021/je900492a
398;3A1P;2;313.15;202;0.876;Dong et. al (2010);https://doi.org/10.1021/je900492a
399;3A1P;2;313.15;377.6;0.947;Dong et. al (2010);https://doi.org/10.1021/je900492a
400;3A1P;2;313.15;525.6;0.987;Dong et. al (2010);https://doi.org/10.1021/je900492a
401;3A1P;2;313.15;695;1.024;Dong et. al (2010);https://doi.org/10.1021/je900492a
402;3A1P;2;343.15;6.7;0.454;Dong et. al (2010);https://doi.org/10.1021/je900492a
403;3A1P;2;343.15;21.6;0.568;Dong et. al (2010);https://doi.org/10.1021/je900492a
404;3A1P;2;343.15;110;0.683;Dong et. al (2010);https://doi.org/10.1021/je900492a
405;3A1P;2;343.15;259.7;0.764;Dong et. al (2010);https://doi.org/10.1021/je900492a
406;3A1P;2;343.15;340.8;0.794;Dong et. al (2010);https://doi.org/10.1021/je900492a
407;3A1P;2;373.15;3.9;0.305;Dong et. al (2010);https://doi.org/10.1021/je900492a
408;3A1P;2;373.15;31.9;0.45;Dong et. al (2010);https://doi.org/10.1021/je900492a
409;3A1P;2;373.15;126.6;0.555;Dong et. al (2010);https://doi.org/10.1021/je900492a
410;3A1P;2;373.15;243.6;0.61;Dong et. al (2010);https://doi.org/10.1021/je900492a
411;3A1P;2;373.15;346.1;0.643;Dong et. al (2010);https://doi.org/10.1021/je900492a
412;3A1P;2;373.15;465.3;0.672;Dong et. al (2010);https://doi.org/10.1021/je900492a
413;3A1P;2;373.15;618;0.704;Dong et. al (2010);https://doi.org/10.1021/je900492a
414;3A1P;2;393.15;9.2;0.19;Dong et. al (2010);https://doi.org/10.1021/je900492a
415;3A1P;2;393.15;48;0.346;Dong et. al (2010);https://doi.org/10.1021/je900492a
416;3A1P;2;393.15;148.5;0.453;Dong et. al (2010);https://doi.org/10.1021/je900492a
417;3A1P;2;393.15;287.3;0.522;Dong et. al (2010);https://doi.org/10.1021/je900492a
418;3A1P;2;393.15;421;0.565;Dong et. al (2010);https://doi.org/10.1021/je900492a
419;3A1P;2;393.15;552.5;0.594;Dong et. al (2010);https://doi.org/10.1021/je900492a
420;3A1P;4;313.15;7.8;0.527;Dong et. al (2010);https://doi.org/10.1021/je900492a
421;3A1P;4;313.15;18.2;0.58;Dong et. al (2010);https://doi.org/10.1021/je900492a
422;3A1P;4;313.15;76.5;0.675;Dong et. al (2010);https://doi.org/10.1021/je900492a
423;3A1P;4;313.15;191.2;0.752;Dong et. al (2010);https://doi.org/10.1021/je900492a
424;3A1P;4;313.15;293.5;0.793;Dong et. al (2010);https://doi.org/10.1021/je900492a
425;3A1P;4;313.15;414.8;0.828;Dong et. al (2010);https://doi.org/10.1021/je900492a
426;3A1P;4;313.15;548.6;0.856;Dong et. al (2010);https://doi.org/10.1021/je900492a
427;3A1P;4;313.15;654.8;0.876;Dong et. al (2010);https://doi.org/10.1021/je900492a
428;3A1P;4;343.15;2.5;0.392;Dong et. al (2010);https://doi.org/10.1021/je900492a
429;3A1P;4;343.15;7.3;0.415;Dong et. al (2010);https://doi.org/10.1021/je900492a
430;3A1P;4;343.15;10.6;0.486;Dong et. al (2010);https://doi.org/10.1021/je900492a
431;3A1P;4;343.15;21.4;0.512;Dong et. al (2010);https://doi.org/10.1021/je900492a
432;3A1P;4;343.15;34.9;0.547;Dong et. al (2010);https://doi.org/10.1021/je900492a
433;3A1P;4;343.15;67.8;0.581;Dong et. al (2010);https://doi.org/10.1021/je900492a
434;3A1P;4;343.15;122.6;0.6;Dong et. al (2010);https://doi.org/10.1021/je900492a
435;3A1P;4;343.15;182.4;0.645;Dong et. al (2010);https://doi.org/10.1021/je900492a
436;3A1P;4;343.15;261.5;0.648;Dong et. al (2010);https://doi.org/10.1021/je900492a
437;3A1P;4;343.15;295.7;0.686;Dong et. al (2010);https://doi.org/10.1021/je900492a
438;3A1P;4;343.15;393.8;0.714;Dong et. al (2010);https://doi.org/10.1021/je900492a
439;3A1P;4;343.15;491.8;0.739;Dong et. al (2010);https://doi.org/10.1021/je900492a
440;3A1P;4;343.15;645.4;0.771;Dong et. al (2010);https://doi.org/10.1021/je900492a
441;3A1P;4;373.15;3.2;0.252;Dong et. al (2010);https://doi.org/10.1021/je900492a
442;3A1P;4;373.15;15.3;0.368;Dong et. al (2010);https://doi.org/10.1021/je900492a
443;3A1P;4;373.15;107.7;0.491;Dong et. al (2010);https://doi.org/10.1021/je900492a
444;3A1P;4;373.15;235.5;0.537;Dong et. al (2010);https://doi.org/10.1021/je900492a
445;3A1P;4;373.15;369.3;0.567;Dong et. al (2010);https://doi.org/10.1021/je900492a
446;3A1P;4;373.15;523.9;0.589;Dong et. al (2010);https://doi.org/10.1021/je900492a
447;3A1P;4;373.15;661.5;0.608;Dong et. al (2010);https://doi.org/10.1021/je900492a
448;3A1P;4;393.15;15;0.213;Dong et. al (2010);https://doi.org/10.1021/je900492a
449;3A1P;4;393.15;33.8;0.292;Dong et. al (2010);https://doi.org/10.1021/je900492a
450;3A1P;4;393.15;70.8;0.368;Dong et. al (2010);https://doi.org/10.1021/je900492a
451;3A1P;4;393.15;153.8;0.43;Dong et. al (2010);https://doi.org/10.1021/je900492a
452;3A1P;4;393.15;225.8;0.464;Dong et. al (2010);https://doi.org/10.1021/je900492a
453;3A1P;4;393.15;338.8;0.496;Dong et. al (2010);https://doi.org/10.1021/je900492a
454;3A1P;4;393.15;428.8;0.51;Dong et. al (2010);https://doi.org/10.1021/je900492a
455;3A1P;5;313.15;5.8;0.528;Dong et. al (2010);https://doi.org/10.1021/je900492a
456;3A1P;5;313.15;11.3;0.551;Dong et. al (2010);https://doi.org/10.1021/je900492a
457;3A1P;5;313.15;26.5;0.589;Dong et. al (2010);https://doi.org/10.1021/je900492a
458;3A1P;5;313.15;46.4;0.614;Dong et. al (2010);https://doi.org/10.1021/je900492a
459;3A1P;5;313.15;64.4;0.636;Dong et. al (2010);https://doi.org/10.1021/je900492a
460;3A1P;5;313.15;87.4;0.654;Dong et. al (2010);https://doi.org/10.1021/je900492a
461;3A1P;5;313.15;133.6;0.683;Dong et. al (2010);https://doi.org/10.1021/je900492a
462;3A1P;5;313.15;157.2;0.696;Dong et. al (2010);https://doi.org/10.1021/je900492a
463;3A1P;5;313.15;230.5;0.727;Dong et. al (2010);https://doi.org/10.1021/je900492a
464;3A1P;5;313.15;289.5;0.746;Dong et. al (2010);https://doi.org/10.1021/je900492a
465;3A1P;5;313.15;403.5;0.776;Dong et. al (2010);https://doi.org/10.1021/je900492a
466;3A1P;5;313.15;427.7;0.782;Dong et. al (2010);https://doi.org/10.1021/je900492a
467;3A1P;5;313.15;582.7;0.813;Dong et. al (2010);https://doi.org/10.1021/je900492a
468;3A1P;5;313.15;704.9;0.834;Dong et. al (2010);https://doi.org/10.1021/je900492a
469;3A1P;5;343.15;3.7;0.417;Dong et. al (2010);https://doi.org/10.1021/je900492a
470;3A1P;5;343.15;7.3;0.467;Dong et. al (2010);https://doi.org/10.1021/je900492a
471;3A1P;5;343.15;18.5;0.514;Dong et. al (2010);https://doi.org/10.1021/je900492a
472;3A1P;5;343.15;52.4;0.56;Dong et. al (2010);https://doi.org/10.1021/je900492a
473;3A1P;5;343.15;119.2;0.586;Dong et. al (2010);https://doi.org/10.1021/je900492a
474;3A1P;5;343.15;123.4;0.606;Dong et. al (2010);https://doi.org/10.1021/je900492a
475;3A1P;5;343.15;237.8;0.655;Dong et. al (2010);https://doi.org/10.1021/je900492a
476;3A1P;5;343.15;461;0.685;Dong et. al (2010);https://doi.org/10.1021/je900492a
477;3A1P;5;343.15;598;0.712;Dong et. al (2010);https://doi.org/10.1021/je900492a
478;3A1P;5;373.15;8.6;0.325;Dong et. al (2010);https://doi.org/10.1021/je900492a
479;3A1P;5;373.15;26.1;0.408;Dong et. al (2010);https://doi.org/10.1021/je900492a
480;3A1P;5;373.15;65.1;0.46;Dong et. al (2010);https://doi.org/10.1021/je900492a
481;3A1P;5;373.15;163.1;0.509;Dong et. al (2010);https://doi.org/10.1021/je900492a
482;3A1P;5;373.15;303.1;0.541;Dong et. al (2010);https://doi.org/10.1021/je900492a
483;3A1P;5;373.15;508.3;0.572;Dong et. al (2010);https://doi.org/10.1021/je900492a
484;3A1P;5;373.15;655.3;0.588;Dong et. al (2010);https://doi.org/10.1021/je900492a
485;3A1P;5;393.15;13.5;0.2;Dong et. al (2010);https://doi.org/10.1021/je900492a
486;3A1P;5;393.15;31.6;0.281;Dong et. al (2010);https://doi.org/10.1021/je900492a
487;3A1P;5;393.15;63.7;0.348;Dong et. al (2010);https://doi.org/10.1021/je900492a
488;3A1P;5;393.15;115.3;0.406;Dong et. al (2010);https://doi.org/10.1021/je900492a
489;3A1P;5;393.15;176.2;0.437;Dong et. al (2010);https://doi.org/10.1021/je900492a
490;3A1P;5;393.15;304.4;0.475;Dong et. al (2010);https://doi.org/10.1021/je900492a
491;3A1P;5;393.15;443.6;0.503;Dong et. al (2010);https://doi.org/10.1021/je900492a
492;3A1P;5;313.15;0.007;0.202;Idris et al (2015);https://doi.org/10.1016/j.fluid.2014.11.028
493;3A1P;5;313.15;0.008;0.21;Idris et al (2015);https://doi.org/10.1016/j.fluid.2014.11.028
494;3A1P;5;313.15;0.009;0.252;Idris et al (2015);https://doi.org/10.1016/j.fluid.2014.11.028
495;3A1P;5;313.15;0.014;0.307;Idris et al (2015);https://doi.org/10.1016/j.fluid.2014.11.028
496;3A1P;5;313.15;0.026;0.351;Idris et al (2015);https://doi.org/10.1016/j.fluid.2014.11.028
497;3A1P;5;313.15;0.057;0.389;Idris et al (2015);https://doi.org/10.1016/j.fluid.2014.11.028
498;3A1P;5;313.15;0.152;0.424;Idris et al (2015);https://doi.org/10.1016/j.fluid.2014.11.028
499;3A1P;5;313.15;0.441;0.462;Idris et al (2015);https://doi.org/10.1016/j.fluid.2014.11.028
500;3A1P;5;313.15;1.079;0.501;Idris et al (2015);https://doi.org/10.1016/j.fluid.2014.11.028
501;3A1P;5;313.15;2.022;0.513;Idris et al (2015);https://doi.org/10.1016/j.fluid.2014.11.028
502;3A1P;5;313.15;4.247;0.527;Idris et al (2015);https://doi.org/10.1016/j.fluid.2014.11.028
503;3A1P;3.9;313.15;0.005;0.206;Idris et al (2015);https://doi.org/10.1016/j.fluid.2014.11.028
504;3A1P;3.9;313.15;0.007;0.245;Idris et al (2015);https://doi.org/10.1016/j.fluid.2014.11.028
